recipe_id,calories,carbohydrates,cholesterol,cook_time,cuisine,description,fat,fiber,full_name,image_url,ingredients,instructions,potassium,protein,saturated_fat,serving,sodium,sugar,title,dairy_free,gluten_free,meal_type,ingredient_names,diet_type
19208,308.0,27.0,93.0,20.0,Mexican,"This , is nutritious and delicious. Made in the crock pot, instant pot or stovetop this is a perfect high-protein and comforting meal that the whole family will love. ",8.0,6.0,Creamy High Protein Chicken Enchilada Soup,https://ohsnapmacros.com/wp-content/uploads/2022/02/chickenenchiladasoup-300x300.jpg,"[{""amount"": ""2"", ""unit"": ""lbs."", ""name"": ""boneless skinless chicken breast, raw"", ""notes"": null}, {""amount"": ""1"", ""unit"": null, ""name"": ""\u00a0red bell pepper, chopped "", ""notes"": ""144g""}, {""amount"": ""1"", ""unit"": null, ""name"": ""\u00a0small yellow onion, chopped "", ""notes"": ""150g""}, {""amount"": ""15"", ""unit"": ""oz."", ""name"": ""can Whole Kernel Corn (no salt added) "", ""notes"": ""drained""}, {""amount"": ""15"", ""unit"": ""oz."", ""name"": ""can low sodium Black Beans Low Sodium"", ""notes"": ""drained and rinsed""}, {""amount"": ""15"", ""unit"": ""oz."", ""name"": ""can petite diced Tomatoes (no salt added)"", ""notes"": null}, {""amount"": ""10"", ""unit"": ""oz."", ""name"": ""can mild Red Enchilada Sauce "", ""notes"": null}, {""amount"": ""4"", ""unit"": ""oz."", ""name"": ""can diced green chilies"", ""notes"": null}, {""amount"": ""4"", ""unit"": ""cups"", ""name"": ""low sodium Chicken Broth"", ""notes"": ""32 oz. ""}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""salt"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""pepper"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""onion powder"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""garlic powder"", ""notes"": null}, {""amount"": ""2"", ""unit"": ""tsp."", ""name"": ""paprika"", ""notes"": null}, {""amount"": ""1.5"", ""unit"": ""Tbsp."", ""name"": ""chili powder"", ""notes"": null}, {""amount"": ""1.5"", ""unit"": ""Tbsp."", ""name"": ""ground cumin"", ""notes"": null}, {""amount"": ""4"", ""unit"": ""oz"", ""name"": ""1/3 less fat Cream Cheese"", ""notes"": null}, {""amount"": ""1/4"", ""unit"": ""cup"", ""name"": null, ""notes"": ""56g""}]","Add the chicken the the base of the crockpot. Top with bell pepper, onions, corn, beans, tomatoes, chilies, enchilada sauce, seasonings and chicken broth. ,Stir to combine and set the crockpot to cook on low for 6-8 hours or high for 3 hours, or until the chicken is tender. ,Remove the chicken from the crockpot and shred with forks. Return to the pot. ,Add the cream cheese and greek yogurt and stir until melted and combined. Serve and enjoy with desired toppings. ,Add all ingredients except the cream cheese and greek yogurt to the instant pot. ,Set the instant pot on manual (pressure cook mode) for 20 minutes. Quick release the pressure when the timer in done. ,Remove the chicken and shred with forks. Add the chicken back to the instant pot.,Add cream cheese and greek yogurt to the soup and stir until completely melted into the soup. Serve and enjoy with desired toppings. ,In a large pot, sauté the chopped bell pepper and onion over medium heat until they begin to soften.,Place the raw chicken breasts on top of the sautéed vegetables. Add the corn, black beans, diced tomatoes, green chilies, enchilada sauce, and all the seasonings. Pour the chicken broth over everything, ensuring the chicken is mostly submerged.,Bring the pot to a boil, then reduce the heat to a simmer. Cover the pot and let it cook for about 20-30 minutes, or until the chicken is cooked through and tender.,Carefully remove the chicken breasts from the pot. Shred the chicken using forks and then return the shredded chicken to the pot.,Stir in the cream cheese and Greek yogurt until they are fully melted and combined with the rest of the ingredients.,Let the pot simmer for an additional 5-10 minutes to allow the flavors to meld together.",772.0,32.0,2.0,8.0,674.0,9.0,Chicken Enchilada Soup,0,0,dinner,"[""boneless skinless chicken breast, raw"", ""\u00a0red bell pepper, chopped "", ""\u00a0small yellow onion, chopped "", ""can Whole Kernel Corn (no salt added) "", ""can low sodium Black Beans Low Sodium"", ""can petite diced Tomatoes (no salt added)"", ""can mild Red Enchilada Sauce "", ""can diced green chilies"", ""low sodium Chicken Broth"", ""salt"", ""pepper"", ""onion powder"", ""garlic powder"", ""paprika"", ""chili powder"", ""ground cumin"", ""1/3 less fat Cream Cheese""]",Omnivorous
19208,308.0,27.0,93.0,20.0,Mexican,"This , is nutritious and delicious. Made in the crock pot, instant pot or stovetop this is a perfect high-protein and comforting meal that the whole family will love. ",8.0,6.0,Creamy High Protein Chicken Enchilada Soup,https://ohsnapmacros.com/wp-content/uploads/2022/02/chickenenchiladasoup-300x300.jpg,"[{""amount"": ""2"", ""unit"": ""lbs."", ""name"": ""boneless skinless chicken breast, raw"", ""notes"": null}, {""amount"": ""1"", ""unit"": null, ""name"": ""\u00a0red bell pepper, chopped "", ""notes"": ""144g""}, {""amount"": ""1"", ""unit"": null, ""name"": ""\u00a0small yellow onion, chopped "", ""notes"": ""150g""}, {""amount"": ""15"", ""unit"": ""oz."", ""name"": ""can Whole Kernel Corn (no salt added) "", ""notes"": ""drained""}, {""amount"": ""15"", ""unit"": ""oz."", ""name"": ""can low sodium Black Beans Low Sodium"", ""notes"": ""drained and rinsed""}, {""amount"": ""15"", ""unit"": ""oz."", ""name"": ""can petite diced Tomatoes (no salt added)"", ""notes"": null}, {""amount"": ""10"", ""unit"": ""oz."", ""name"": ""can mild Red Enchilada Sauce "", ""notes"": null}, {""amount"": ""4"", ""unit"": ""oz."", ""name"": ""can diced green chilies"", ""notes"": null}, {""amount"": ""4"", ""unit"": ""cups"", ""name"": ""low sodium Chicken Broth"", ""notes"": ""32 oz. ""}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""salt"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""pepper"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""onion powder"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""garlic powder"", ""notes"": null}, {""amount"": ""2"", ""unit"": ""tsp."", ""name"": ""paprika"", ""notes"": null}, {""amount"": ""1.5"", ""unit"": ""Tbsp."", ""name"": ""chili powder"", ""notes"": null}, {""amount"": ""1.5"", ""unit"": ""Tbsp."", ""name"": ""ground cumin"", ""notes"": null}, {""amount"": ""4"", ""unit"": ""oz"", ""name"": ""1/3 less fat Cream Cheese"", ""notes"": null}, {""amount"": ""1/4"", ""unit"": ""cup"", ""name"": null, ""notes"": ""56g""}]","Add the chicken the the base of the crockpot. Top with bell pepper, onions, corn, beans, tomatoes, chilies, enchilada sauce, seasonings and chicken broth. ,Stir to combine and set the crockpot to cook on low for 6-8 hours or high for 3 hours, or until the chicken is tender. ,Remove the chicken from the crockpot and shred with forks. Return to the pot. ,Add the cream cheese and greek yogurt and stir until melted and combined. Serve and enjoy with desired toppings. ,Add all ingredients except the cream cheese and greek yogurt to the instant pot. ,Set the instant pot on manual (pressure cook mode) for 20 minutes. Quick release the pressure when the timer in done. ,Remove the chicken and shred with forks. Add the chicken back to the instant pot.,Add cream cheese and greek yogurt to the soup and stir until completely melted into the soup. Serve and enjoy with desired toppings. ,In a large pot, sauté the chopped bell pepper and onion over medium heat until they begin to soften.,Place the raw chicken breasts on top of the sautéed vegetables. Add the corn, black beans, diced tomatoes, green chilies, enchilada sauce, and all the seasonings. Pour the chicken broth over everything, ensuring the chicken is mostly submerged.,Bring the pot to a boil, then reduce the heat to a simmer. Cover the pot and let it cook for about 20-30 minutes, or until the chicken is cooked through and tender.,Carefully remove the chicken breasts from the pot. Shred the chicken using forks and then return the shredded chicken to the pot.,Stir in the cream cheese and Greek yogurt until they are fully melted and combined with the rest of the ingredients.,Let the pot simmer for an additional 5-10 minutes to allow the flavors to meld together.",772.0,32.0,2.0,8.0,674.0,9.0,Chicken Enchilada Soup,0,0,dinner,"[""boneless skinless chicken breast, raw"", ""\u00a0red bell pepper, chopped "", ""\u00a0small yellow onion, chopped "", ""can Whole Kernel Corn (no salt added) "", ""can low sodium Black Beans Low Sodium"", ""can petite diced Tomatoes (no salt added)"", ""can mild Red Enchilada Sauce "", ""can diced green chilies"", ""low sodium Chicken Broth"", ""salt"", ""pepper"", ""onion powder"", ""garlic powder"", ""paprika"", ""chili powder"", ""ground cumin"", ""1/3 less fat Cream Cheese""]",Omnivorous
19211,305.0,24.0,,20.0,American,"Sheet Pan Chicken is one of my favorite dishes to meal prep. It’s not only delicious, the combinations are endless but it only uses one pan. I am all about convenience and the less dishes the better in my opinion. This , recipe is one that will be on repeat in your house! You can also use the honey mustard sauce for other recipes like pork chops, air fryer chicken … catch my drift? Recipes coming soon!",2.0,,Honey Mustard Sheet Pan Chicken and Veggies,https://ohsnapmacros.com/wp-content/uploads/2022/12/ezgif.com-gif-maker-82-300x300.jpg,"[{""amount"": ""1.5"", ""unit"": ""lbs"", ""name"": ""chicken breast (raw)"", ""notes"": null}, {""amount"": ""4"", ""unit"": ""cups"", ""name"": ""(332 grams) frozen green beans*"", ""notes"": null}, {""amount"": ""4"", ""unit"": ""tbsp"", ""name"": ""honey"", ""notes"": null}, {""amount"": ""1/3"", ""unit"": ""cup"", ""name"": ""Dijon mustard"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""tbsp"", ""name"": ""minced garlic"", ""notes"": null}, {""amount"": null, ""unit"": null, ""name"": ""salt and pepper"", ""notes"": null}]","Remove chicken from package and butterfly into thin cut slices. I use 2 breast and cut into a total of 4 ~ 6 oz. pieces. Trim any excess fat.,Pre heat oven to 375 degrees F.,Line frozen green beans around the outside of a baking dish. Lay chicken breasts in the center.,In a small bowl mix together all honey mustard sauce ingredients and pour on top of the chicken.,Bake 375 degrees F for 20 minutes until the chicken is fully cooked.,Mix the green beans into the sauce.,Serve as is or over rice, noodles, zoodles or potatoes. The chicken is also delicious in a salad.",,58.0,,4.0,,,Honey Mustard Sheet Pan Chicken and Green Beans,1,1,dinner,"[""chicken breast (raw)"", ""(332 grams) frozen green beans*"", ""honey"", ""Dijon mustard"", ""minced garlic"", ""salt and pepper""]",Omnivorous
19214,398.0,41.0,,3.0,American,"This , is so decedent and flavorful. Between the spice of the chicken and the creaminess of the ricotta you will not finish this pizza and wish you ordered out, you’ll just hope you can fit another! It’s not only flavorful but macro friendly and loaded with protein. ",7.0,,Blackened Chicken White Sauce Pizza,https://ohsnapmacros.com/wp-content/uploads/2022/12/DSC00512-300x300.jpg,"[{""amount"": ""1"", ""unit"": null, ""name"": ""Papa Pita"", ""notes"": null}, {""amount"": ""1"", ""unit"": null, ""name"": ""Light Laughing Cow Cheese Wedge"", ""notes"": null}, {""amount"": ""3"", ""unit"": ""oz"", ""name"": null, ""notes"": null}, {""amount"": null, ""unit"": null, ""name"": ""Chopped Cherry Tomatoes"", ""notes"": null}, {""amount"": null, ""unit"": null, ""name"": ""Chopped Spinach"", ""notes"": null}, {""amount"": ""2"", ""unit"": ""tbsp"", ""name"": ""Part Skim Ricotta Cheese"", ""notes"": null}, {""amount"": null, ""unit"": null, ""name"": ""Fresh Chopped Basil or Parsley"", ""notes"": null}]","Turn oven to broil.,Put pita on a baking sheet and spread laughing cow on top of the pita as the sauce.,Chop tomatoes, spinach and chicken into bite size pieces and place on top of the cheese.,Add ricotta cheese in dollop's around the pita.,Put in the oven under the broiler for a few minutes until the edges are browned and the toppings are warm.,Top with fresh basil or parsley and enjoy!",,49.0,,1.0,,,Blackened Chicken White Sauce Pizza,0,0,dinner,"[""Papa Pita"", ""Light Laughing Cow Cheese Wedge"", ""Chopped Cherry Tomatoes"", ""Chopped Spinach"", ""Part Skim Ricotta Cheese"", ""Fresh Chopped Basil or Parsley""]",Vegetarian
19217,322.0,35.0,68.0,15.0,Italian,"With its rich, bold flavors, this , is every bit as delicious as it sounds. Filled with lean protein, hearty noodles, and fresh herbs, this simple ingredient soup is one you won't want to miss!  ",4.0,6.0,Easy Turkey Lasagna Soup Recipe (30-minute meal),https://ohsnapmacros.com/wp-content/uploads/2022/01/Turkeylasagnasoup-16-300x300.jpg,"[{""amount"": ""2"", ""unit"": ""lbs."", ""name"": ""lean ground turkey"", ""notes"": ""99/1""}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""olive oil"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""cup"", ""name"": ""yellow onion, diced"", ""notes"": ""135g""}, {""amount"": ""4"", ""unit"": ""cloves"", ""name"": ""garlic "", ""notes"": ""minced""}, {""amount"": ""3"", ""unit"": ""Tbsp."", ""name"": ""Italian Seasoning"", ""notes"": null}, {""amount"": ""1.5"", ""unit"": ""Tbsp."", ""name"": ""dried basil"", ""notes"": null}, {""amount"": ""2"", ""unit"": ""tsp."", ""name"": ""salt"", ""notes"": null}, {""amount"": ""1/4-1/2"", ""unit"": ""tsp."", ""name"": ""red pepper flakes"", ""notes"": ""depending on desired heat""}, {""amount"": null, ""unit"": null, ""name"": ""Fresh cracked pepper"", ""notes"": null}, {""amount"": ""1 "", ""unit"": null, ""name"": ""large can Crushed Tomatoes"", ""notes"": ""28 oz. ""}, {""amount"": ""1"", ""unit"": ""can"", ""name"": ""Rotel tomatoes and green chilies"", ""notes"": ""10 oz.""}, {""amount"": ""2"", ""unit"": ""cups"", ""name"": ""water"", ""notes"": null}, {""amount"": ""4"", ""unit"": ""cups"", ""name"": ""low sodium beef broth"", ""notes"": ""32 oz. ""}, {""amount"": ""8"", ""unit"": ""oz."", ""name"": ""uncooked lasagna noodles"", ""notes"": ""broken into pieces""}, {""amount"": ""3"", ""unit"": ""oz."", ""name"": ""part skim ricotta cheese"", ""notes"": null}, {""amount"": null, ""unit"": null, ""name"": ""ricotta cheese"", ""notes"": null}, {""amount"": null, ""unit"": null, ""name"": ""fresh chopped basil"", ""notes"": null}, {""amount"": null, ""unit"": null, ""name"": ""crushed red pepper"", ""notes"": null}, {""amount"": null, ""unit"": null, ""name"": ""grated parmesan cheese"", ""notes"": null}]","Heat a large pot or dutch oven or over medium-high heat and add oil and garlic. Cook the garlic until fragrant. Add onions and cook until translucent, stirring often.,Add ground turkey to the pan and cook until browned. Break the turkey up as you cook into bite size pieces.,Once the turkey is browned add Italian Seasoning, basil, salt, fresh cracked pepper and cayenne pepper. Mix together well to coat the turkey evenly.,Add crushed tomatoes, rotel, water and broth to the pot and bring to a rapid boil. Taste your sauce and see if you need to add any salt, pepper or additional seasonings to taste. I like to add a lot of fresh ground pepper. ,Add the uncooked broken lasagne noodles directly to the sauce and submerge so they’re covered for cooking. Bring the sauce with noodles to a rapid boil. Lower heat to a steady simmer and cook noodles for 12-15 minutes until the noodles are cooked to desired doneness.,Once the pasta is cooked, stir in ricotta cheese. Serve hot!,Serve immediately topped with a extra dollop of ricotta cheese if desired, fresh grated parmesan cheese and fresh chopped basil.",423.0,35.0,1.0,8.0,1230.0,7.0,Turkey Lasagna Soup,0,0,dinner,"[""lean ground turkey"", ""olive oil"", ""yellow onion, diced"", ""garlic "", ""Italian Seasoning"", ""dried basil"", ""salt"", ""red pepper flakes"", ""Fresh cracked pepper"", ""large can Crushed Tomatoes"", ""Rotel tomatoes and green chilies"", ""water"", ""low sodium beef broth"", ""uncooked lasagna noodles"", ""part skim ricotta cheese"", ""ricotta cheese"", ""fresh chopped basil"", ""crushed red pepper"", ""grated parmesan cheese""]",Omnivorous
19220,77.0,10.0,7.0,5.0,American,"These , are a high protein twist on traditional pancakes. Made with ricotta cheese and boxed pancake mix, this easy recipe is a game changer for busy mornings. ",2.0,1.0,Easy Ricotta Protein Pancakes with Boxed Mix,https://ohsnapmacros.com/wp-content/uploads/2022/01/ricottapancakes-10-300x300.jpg,"[{""amount"": ""1"", ""unit"": ""cup"", ""name"": ""Kodiak Protein-Packed Flapjack & Waffle Mix Buttermilk"", ""notes"": ""145g""}, {""amount"": ""1/2"", ""unit"": ""cup"", ""name"": ""part skim ricotta cheese"", ""notes"": ""124g""}, {""amount"": ""1"", ""unit"": ""cup"", ""name"": ""water"", ""notes"": null}]","Mix all ingredients in a large bowl. Heat pan over medium and spray with cooking oil or non stick spray.,Using a 1/4 cup, spoon 1/4 cup of pancake mix onto the hot pan and cook until it begins to bubble and easily flips on the pan. Cook each side for approximately 3-5 minutes until done. Repeat the process for all 8 pancakes.",85.0,5.0,1.0,8.0,129.0,2.0,Ricotta Pancakes,0,0,breakfast,"[""Kodiak Protein-Packed Flapjack & Waffle Mix Buttermilk"", ""part skim ricotta cheese"", ""water""]",Vegetarian
19223,260.0,17.0,,35.0,American,"This , has one unusual ingredient that you’re probably not expecting to see, powdered corn bread mix. The eggs cook up the corn bread to make a delicious layer of sweet corn crust on the bottom of the bake. Mix that with the spice from the jalapenos and the creaminess of the greek yogurt and you’ve got yourself something special. ,If you’re worried this will be to spicy due to the jalapenos I can guarantee you if you’re using tamed jalapenos (from the jar) you will only taste a sweet heat. ",6.0,,Sweet Jalapeno Corn Bread Breakfast Bake,https://ohsnapmacros.com/wp-content/uploads/2022/12/ezgif.com-gif-maker-86-300x300.jpg,"[{""amount"": ""1"", ""unit"": ""lbs"", ""name"": ""ground turkey"", ""notes"": ""93/7""}, {""amount"": ""32"", ""unit"": ""oz."", ""name"": ""container of Egg Whites"", ""notes"": null}, {""amount"": ""3/4"", ""unit"": ""cup"", ""name"": ""Corn Bread Mix \u2013 Krusteaz"", ""notes"": ""112g""}, {""amount"": ""1"", ""unit"": ""Tbsp."", ""name"": ""\u00a0Chili Powder"", ""notes"": null}, {""amount"": ""1/4"", ""unit"": ""cup"", ""name"": null, ""notes"": ""70g""}, {""amount"": ""1/4"", ""unit"": ""cup"", ""name"": ""\u00a0tamed Jalapenos, chopped"", ""notes"": null}]","Preheat oven to 375 and spray a 9×13 baking dish with nonstick spray.,In a pan over medium heat brown your ground turkey. Once browned season with chili powder, salt and pepper (to taste).,In a separate bowl mix egg whites, corn bread mix and greek yogurt.,In the baking dish layer your cooked turkey, egg mixture and top with chopped jalapenos. Bake at 375 for 35 minutes until eggs are fully cooked3 .,Note: the egg will puff up when baking, do not be alarmed, it will deflate back to normal.",,33.0,,6.0,,,Sweet Jalapeno Corn Bread Breakfast Bake,0,0,breakfast,"[""ground turkey"", ""container of Egg Whites"", ""Corn Bread Mix \u2013 Krusteaz"", ""\u00a0Chili Powder"", ""\u00a0tamed Jalapenos, chopped""]",Omnivorous
19228,421.0,50.0,,15.0,Italian,"Do you ever cook with bok choy? It is one of my favorite vegetables and so underutilized. This , brings such flavor and texture. I also love that you can find the small baby size ones which makes this recipe so easy to prep for. One little bok choy for everyone! ",15.0,,Simple Sausage and Bok Choy Pasta,https://ohsnapmacros.com/wp-content/uploads/2022/12/ezgif.com-gif-maker-88-300x300.jpg,"[{""amount"": ""2"", ""unit"": ""oz"", ""name"": ""mild ground Italian Sausage"", ""notes"": null}, {""amount"": ""1/2"", ""unit"": ""tsp"", ""name"": ""minced garlic"", ""notes"": null}, {""amount"": ""1"", ""unit"": null, ""name"": ""baby bok choy, chopped"", ""notes"": null}, {""amount"": ""1"", ""unit"": null, ""name"": ""handful (50g) sliced crimini mushrooms"", ""notes"": null}, {""amount"": ""1/2"", ""unit"": ""cup"", ""name"": ""chicken broth"", ""notes"": null}, {""amount"": ""2"", ""unit"": ""oz"", ""name"": ""\u00a0cooked pasta of choice, measured uncooked"", ""notes"": null}, {""amount"": null, ""unit"": null, ""name"": ""salt and pepper"", ""notes"": null}]","Cook Italian sausage in a pan over medium. Once fully cooked remove from the pan and set aside. Add in bok choy, mushrooms and garlic and sauté for a few minutes until garlic is fragrant. Add salt and pepper and chicken broth. Let simmer in chicken broth until the vegetables are softened and most of the liquid has evaporated.,Add 2 oz. cooked pasta of choice and sausage to the pan and mix together. Enjoy.",,22.0,,1.0,,,Simple Sausage and Bok Choy Pasta,1,0,dinner,"[""mild ground Italian Sausage"", ""minced garlic"", ""baby bok choy, chopped"", ""handful (50g) sliced crimini mushrooms"", ""chicken broth"", ""\u00a0cooked pasta of choice, measured uncooked"", ""salt and pepper""]",Omnivorous
19231,292.0,16.0,,35.0,American,"Busy weeknights get a whole lot better with this ,. This comfort food classic has tender chicken, fresh veggies, and a buttery cream sauce making this easy dinner recipe one you won't want to miss. ",11.0,,Creamy Chicken and Veggie Casserole,https://ohsnapmacros.com/wp-content/uploads/2022/01/chickenandvegcasserole-04-300x300.jpg,"[{""amount"": ""1.5"", ""unit"": ""lbs."", ""name"": ""raw chicken breast, chopped into bite size pieces"", ""notes"": null}, {""amount"": ""1/2"", ""unit"": null, ""name"": ""yellow onion, chopped "", ""notes"": ""160g""}, {""amount"": ""1"", ""unit"": null, ""name"": ""\u00a0red bell pepper, cut into strips "", ""notes"": ""200g""}, {""amount"": ""1"", ""unit"": null, ""name"": ""green bell pepper, cut into slices"", ""notes"": ""130g""}, {""amount"": ""1"", ""unit"": null, ""name"": ""package of frozen spinach, defrosted (10 oz. package) and water drained"", ""notes"": null}, {""amount"": ""2"", ""unit"": ""cups"", ""name"": ""sliced cremini mushrooms"", ""notes"": ""160g""}, {""amount"": ""1"", ""unit"": ""can"", ""name"": ""98% fat free condensed cream of mushroom soup"", ""notes"": ""10.5oz can""}, {""amount"": ""1"", ""unit"": ""cup"", ""name"": ""non fat sour cream "", ""notes"": ""250g""}, {""amount"": ""2"", ""unit"": ""tbsp."", ""name"": ""unsalted butter"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""minced garlic"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""paprika"", ""notes"": null}, {""amount"": null, ""unit"": null, ""name"": ""salt and pepper"", ""notes"": null}]","Pre heat the oven to 375. Slice and chop your veggies. Add the frozen spinach to a bowl of hot water (keep in the packaging) to let thaw while you cook your veggies.,Heat a large pan over medium heat and add butter to melt. Once the butter has melted add garlic, peppers, onions and mushrooms to the pan and cook. Allow to cook until the onions are translucent and peppers begin to soften. Approx. 5-10 minutes. Add thawed and drained spinach. To drain the water from the spinach just simply squeeze it out of the bag. Be careful though the bag can pop and a disaster follows. Mix the spinach in with the vegetables.,While the vegetables cook, cut your chicken into bite sized pieces. Alternatively, for tracking purposes, you can cut your chicken into 4 oz. cutlets and place on top at the end to cook vs. mixed in with the vegetables.,When the vegetables are done, add cream of mushroom soup, sour cream, paprika, salt and pepper. I have left salt and pepper to your discretion, you can always add to the meal if needed.,Once the mixture is well mixed, add your raw chicken and mix well to combine.,Spray and baking dish with non stick spray and add the mixture to the dish. Bake at 375 for 20 minutes.,If you place the chicken on top vs. mixed it be sure to cook until the chicken is fully cooked.,Serve alone, over noodles, zoodles, rice or cauliflower rice.,Enjoy and let me know how you like it!",,31.0,,6.0,,,Creamy Chicken and Veggie Casserole,0,0,dinner,"[""raw chicken breast, chopped into bite size pieces"", ""yellow onion, chopped "", ""\u00a0red bell pepper, cut into strips "", ""green bell pepper, cut into slices"", ""package of frozen spinach, defrosted (10 oz. package) and water drained"", ""sliced cremini mushrooms"", ""98% fat free condensed cream of mushroom soup"", ""non fat sour cream "", ""unsalted butter"", ""minced garlic"", ""paprika"", ""salt and pepper""]",Omnivorous
19234,122.0,11.8,,,American,"Looking for a quick, easy and delicious snack? ,grain free granola is on the top of the list of grain free granolas for me. The Banana Nut is my favorite flavor to make ,, mix into yogurt, add to your favorite milk and eat as cereal or just grab a handful to snack on.",7.4,,Wildway Energy Bites,https://ohsnapmacros.com/wp-content/uploads/2022/12/ezgif.com-gif-maker-90-300x300.jpg,"[{""amount"": ""1"", ""unit"": ""cup"", ""name"": ""(150g) Wildway Banana Nut Grain Free Granola"", ""notes"": null}, {""amount"": ""1/3"", ""unit"": ""cup"", ""name"": ""(32.5g) PB2 Peanut Butter Powder"", ""notes"": null}, {""amount"": ""1/4"", ""unit"": ""cup"", ""name"": ""water"", ""notes"": null}, {""amount"": ""1"", ""unit"": null, ""name"": ""Packet of Better Oats Cinnamon Roll Instant Oatmeal"", ""notes"": null}]","In a bowl mix PB2 and water. Set aside.,In a separate bowl mix granola and oats. Add in the PB2 mixed with water and mix well to combine.,Keeping your hands damp to avoid sticking, divide the mixture into 8 equal balls (31 grams each). Place the energy balls on a plate and into the fridge for at least 1 hour to set. Once they have set and are no longer sticky, store in an airtight container and enjoy throughout the week!",,4.4,,8.0,,,Wildway Energy Bites,0,0,snack,"[""(150g) Wildway Banana Nut Grain Free Granola"", ""(32.5g) PB2 Peanut Butter Powder"", ""water"", ""Packet of Better Oats Cinnamon Roll Instant Oatmeal""]",Vegan
19240,301.0,17.0,,30.0,American,"Layers of tortillas, taco meat and egg make for the perfect,. This bake stores in the fridge well, reheats easily and can be topped with salsa, sour cream, nonfat greek yogurt or your favorite hot sauce. Add chopped green chilis or jalapenos to your taco meat when cooking for a added kick.",5.0,,Turkey Taco Breakfast Bake,https://ohsnapmacros.com/wp-content/uploads/2022/12/ezgif.com-gif-maker-92-300x300.jpg,"[{""amount"": ""1"", ""unit"": ""lbs."", ""name"": ""lean ground turkey"", ""notes"": ""99/1""}, {""amount"": null, ""unit"": null, ""name"": null, ""notes"": null}, {""amount"": ""1/2"", ""unit"": null, ""name"": ""can\u00a0black beans"", ""notes"": ""150g""}, {""amount"": ""3/4"", ""unit"": ""cup"", ""name"": ""\u00a0canned corn"", ""notes"": ""100g""}, {""amount"": ""32"", ""unit"": ""oz."", ""name"": ""liquid egg whites"", ""notes"": ""1 full carton""}, {""amount"": ""6"", ""unit"": null, ""name"": ""white corn tortillas (100 cals for 2)\u00a0"", ""notes"": null}, {""amount"": ""1/2"", ""unit"": ""cup"", ""name"": ""reduced fat Mexican cheese blend "", ""notes"": ""56g""}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""\u00a0salt"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""onion powder"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""tsp."", ""name"": ""garlic powder"", ""notes"": null}, {""amount"": ""2"", ""unit"": ""tsp."", ""name"": ""paprika"", ""notes"": null}, {""amount"": ""1"", ""unit"": ""tbsp."", ""name"": ""chili powder"", ""notes"": null}, {""amount"": ""1.5"", ""unit"": ""tbsp."", ""name"": ""cumin"", ""notes"": null}, {""amount"": null, ""unit"": null, ""name"": ""fresh cracked pepper"", ""notes"": null}]","Brown ground turkey in a pan over medium heat. Mix all taco seasonings together in a bowl and add water until it forms a slurry paste. Add the seasoning to the turkey meat when almost fully cooked. Add beans and corn and let everything simmer while you get the rest of your ingredients together.,Preheat oven to 400. Chop all 6 corn tortillas into slices.,Spray baking dish with nonstick spray and layer the bottom with half the tortillas slices.,Top the tortillas with half the meat mixture and half the egg whites. Repeat.,Once you have 2 layers of tortillas, meat mixture and eggs, top with shredded cheese and bake for 30 minutes.,To serve cut into 6 equal squares or approximately 283 grams per square.",,44.0,,6.0,,,Turkey Taco Breakfast Bake,0,0,breakfast,"[""lean ground turkey"", ""can\u00a0black beans"", ""\u00a0canned corn"", ""liquid egg whites"", ""white corn tortillas (100 cals for 2)\u00a0"", ""reduced fat Mexican cheese blend "", ""\u00a0salt"", ""onion powder"", ""garlic powder"", ""paprika"", ""chili powder"", ""cumin"", ""fresh cracked pepper""]",Omnivorous
